"Date","Simple Date","Outdoor Temperature (°C)","Feels Like (°C)","Dew Point (°C)","Wind Speed (km/hr)","Wind Gust (km/hr)","Max Daily Gust (km/hr)","Wind Direction (°)","Rain Rate (mm/hr)","Event Rain (mm)","Daily Rain (mm)","Weekly Rain (mm)","Monthly Rain (mm)","Yearly Rain (mm)","Total Rain (mm)","Relative Pressure (hPa)","Humidity (%)","Indoor Temperature (°C)","Indoor Humidity (%)","Avg Wind Direction (10 mins) (°)","Outdoor Battery","Absolute Pressure (hPa)","Indoor Feels Like (°C)","Indoor Dew Point (°C)"
2025-02-15T02:46:00-05:00,2025-02-15 02:46:00,23.2,24,22.2,1.8,3.6,13,3,0,13.4,0,14.2,14.2,14.2,14.2,1017.2,94,26,58,16,1,1017.2,26.2,17.1
2025-02-15T02:36:00-05:00,2025-02-15 02:36:00,23.3,24.1,22.3,3.6,5.4,13,16,0,13.4,0,14.2,14.2,14.2,14.2,1017.4,94,26.1,58,356,1,1017.4,26.3,17.2
2025-02-15T02:26:00-05:00,2025-02-15 02:26:00,23.4,24.3,22.4,2.9,3.6,13,5,0,13.4,0,14.2,14.2,14.2,14.2,1017.4,94,26.1,57,11,1,1017.4,26.3,16.9
2025-02-15T02:16:00-05:00,2025-02-15 02:16:00,23.3,24.1,22.3,4,5.4,13,20,0,13.4,0,14.2,14.2,14.2,14.2,1017.6,94,26.1,57,15,1,1017.6,26.3,16.9
2025-02-15T02:06:00-05:00,2025-02-15 02:06:00,23.4,24.3,22.4,4.7,5.4,13,23,0,13.4,0,14.2,14.2,14.2,14.2,1017.8,94,26.1,57,34,1,1017.8,26.3,16.9
2025-02-15T01:56:00-05:00,2025-02-15 01:56:00,23.5,24.4,22.5,1.8,7.2,13,23,0,13.4,0,14.2,14.2,14.2,14.2,1017.8,94,26.1,57,21,1,1017.8,26.3,16.9
2025-02-15T01:46:00-05:00,2025-02-15 01:46:00,23.4,24.3,22.4,2.9,3.6,13,30,0,13.4,0,14.2,14.2,14.2,14.2,1017.9,94,26.1,57,13,1,1017.9,26.3,16.9
2025-02-15T01:36:00-05:00,2025-02-15 01:36:00,23.5,24.4,22.5,3.6,5.4,13,354,0,13.4,0,14.2,14.2,14.2,14.2,1018.1,94,26.1,57,21,1,1018.1,26.3,16.9
2025-02-15T01:26:00-05:00,2025-02-15 01:26:00,23.5,24.4,22.5,1.4,3.6,13,12,0,13.4,0,14.2,14.2,14.2,14.2,1018,94,26.2,56,10,1,1018,26.3,16.7
2025-02-15T01:16:00-05:00,2025-02-15 01:16:00,23.8,24.7,22.6,3.2,5.4,13,14,0,13.4,0,14.2,14.2,14.2,14.2,1018.3,93,26.2,56,51,1,1018.3,26.3,16.7
2025-02-15T01:06:00-05:00,2025-02-15 01:06:00,24.9,25.8,23.1,3.6,5.4,13,26,0,13.4,0,14.2,14.2,14.2,14.2,1018.1,90,26.2,56,31,1,1018.1,26.3,16.7
2025-02-15T00:56:00-05:00,2025-02-15 00:56:00,24.2,25.1,23.2,6.1,13,13,56,0,13.4,0,14.2,14.2,14.2,14.2,1018.4,94,26.1,56,34,1,1018.4,26.2,16.6
2025-02-15T00:46:00-05:00,2025-02-15 00:46:00,23.7,24.6,22.7,4.7,9.4,9.4,29,0,13.4,0,14.2,14.2,14.2,14.2,1018.5,94,26.1,56,22,1,1018.5,26.2,16.6
2025-02-15T00:36:00-05:00,2025-02-15 00:36:00,23.6,24.4,22.4,4,5.4,9.4,17,0,13.4,0,14.2,14.2,14.2,14.2,1018.5,93,26.2,56,19,1,1018.5,26.3,16.7
2025-02-15T00:26:00-05:00,2025-02-15 00:26:00,23.6,24.4,22.4,2.9,5.4,9.4,15,0,13.4,0,14.2,14.2,14.2,14.2,1018.4,93,26.1,56,28,1,1018.4,26.2,16.6
2025-02-15T00:16:00-05:00,2025-02-15 00:16:00,23.5,24.3,22.3,3.2,9.4,9.4,358,0,13.4,0,14.2,14.2,14.2,14.2,1018.5,93,26.1,55,34,1,1018.5,26.2,16.3
2025-02-15T00:06:00-05:00,2025-02-15 00:06:00,23.6,24.4,22.4,1.8,3.6,7.2,37,0,13.4,0,14.2,14.2,14.2,14.2,1018.7,93,26.1,55,28,1,1018.7,26.2,16.3
2025-02-14T23:56:00-05:00,2025-02-14 23:56:00,23.6,24.4,22.4,1.8,9.4,36.7,37,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.7,93,26.1,55,22,1,1018.7,26.2,16.3
2025-02-14T23:46:00-05:00,2025-02-14 23:46:00,23.7,24.5,22.3,4.7,7.2,36.7,22,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.6,92,26,55,32,1,1018.6,26.1,16.2
2025-02-14T23:36:00-05:00,2025-02-14 23:36:00,23.9,24.7,22.5,2.2,5.4,36.7,19,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.7,92,26,55,29,1,1018.7,26.1,16.2
2025-02-14T23:26:00-05:00,2025-02-14 23:26:00,24,24.9,22.6,1.8,5.4,36.7,38,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.6,92,26,54,21,1,1018.6,26.1,15.9
2025-02-14T23:16:00-05:00,2025-02-14 23:16:00,23.9,24.8,22.7,4.3,5.4,36.7,28,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.9,93,26,54,31,1,1018.9,26.1,15.9
2025-02-14T23:06:00-05:00,2025-02-14 23:06:00,23.9,24.7,22.5,2.9,3.6,36.7,31,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.9,92,25.9,54,9,1,1018.9,25.9,15.9
2025-02-14T22:56:00-05:00,2025-02-14 22:56:00,23.8,24.6,22.4,2.5,7.2,36.7,26,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.9,92,25.9,54,5,1,1018.9,25.9,15.9
2025-02-14T22:46:00-05:00,2025-02-14 22:46:00,23.9,24.7,22.3,2.2,5.4,36.7,17,0,13.4,13.4,14.2,14.2,14.2,14.2,1019.1,91,25.9,54,334,1,1019.1,25.9,15.9
2025-02-14T22:36:00-05:00,2025-02-14 22:36:00,23.8,24.6,22.4,2.9,3.6,36.7,352,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.9,92,25.9,53,11,1,1018.9,25.9,15.6
2025-02-14T22:26:00-05:00,2025-02-14 22:26:00,23.6,24.4,22.2,2.5,3.6,36.7,339,0,13.4,13.4,14.2,14.2,14.2,14.2,1019,92,25.9,53,8,1,1019,25.9,15.6
2025-02-14T22:16:00-05:00,2025-02-14 22:16:00,23.6,24.4,22.2,2.5,3.6,36.7,343,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.8,92,25.9,53,356,1,1018.8,25.9,15.6
2025-02-14T22:06:00-05:00,2025-02-14 22:06:00,23.6,24.4,22.2,3.6,7.2,36.7,355,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.7,92,26,52,16,1,1018.7,26,15.4
2025-02-14T21:56:00-05:00,2025-02-14 21:56:00,23.6,24.4,22.2,3.6,7.2,36.7,25,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.6,92,26,52,358,1,1018.6,26,15.4
2025-02-14T21:46:00-05:00,2025-02-14 21:46:00,23.7,24.5,22.3,3.2,5.4,36.7,350,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.7,92,25.8,52,12,1,1018.7,25.8,15.2
2025-02-14T21:36:00-05:00,2025-02-14 21:36:00,23.7,24.5,22.3,2.2,5.4,36.7,12,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.8,92,25.8,52,8,1,1018.8,25.8,15.2
2025-02-14T21:26:00-05:00,2025-02-14 21:26:00,23.9,24.7,22.3,5,7.2,36.7,3,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.9,91,25.8,51,351,1,1018.9,25.8,14.9
2025-02-14T21:16:00-05:00,2025-02-14 21:16:00,24.1,24.9,22.5,3.6,7.2,36.7,334,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.9,91,25.8,51,353,1,1018.9,25.8,14.9
2025-02-14T21:06:00-05:00,2025-02-14 21:06:00,24.2,25.1,22.6,1.4,5.4,36.7,2,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.8,91,25.7,50,344,1,1018.8,25.6,14.5
2025-02-14T20:56:00-05:00,2025-02-14 20:56:00,24.4,25.2,22.6,3.2,5.4,36.7,344,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.6,90,25.8,50,301,1,1018.6,25.7,14.6
2025-02-14T20:46:00-05:00,2025-02-14 20:46:00,25.1,26,23,4,5.4,36.7,301,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.6,88,25.7,50,60,1,1018.6,25.6,14.5
2025-02-14T20:36:00-05:00,2025-02-14 20:36:00,26.3,27.1,23,1.4,11.2,36.7,59,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.6,82,25.6,50,69,1,1018.6,25.5,14.4
2025-02-14T20:26:00-05:00,2025-02-14 20:26:00,26.4,27.2,22.9,1.8,11.2,36.7,33,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.4,81,25.6,49,41,1,1018.4,25.5,14.1
2025-02-14T20:16:00-05:00,2025-02-14 20:16:00,26.3,27.2,23.2,2.9,13,36.7,42,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.4,83,25.5,49,66,1,1018.4,25.4,14
2025-02-14T20:06:00-05:00,2025-02-14 20:06:00,26.3,27.2,23.2,5.4,9.4,36.7,95,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.4,83,25.4,49,45,1,1018.4,25.3,13.9
2025-02-14T19:56:00-05:00,2025-02-14 19:56:00,26.3,27.2,23.4,1.1,11.2,36.7,23,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.4,84,25.2,49,62,1,1018.4,25.1,13.7
2025-02-14T19:46:00-05:00,2025-02-14 19:46:00,26.3,27.2,23.2,2.9,11.2,36.7,93,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.1,83,25,50,76,1,1018.1,24.9,13.8
2025-02-14T19:36:00-05:00,2025-02-14 19:36:00,26.2,27.1,23.3,5.4,9.4,36.7,30,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.2,84,24.8,49,78,1,1018.2,24.6,13.3
2025-02-14T19:26:00-05:00,2025-02-14 19:26:00,26.2,27.1,23.3,3.6,9.4,36.7,75,0,13.4,13.4,14.2,14.2,14.2,14.2,1018.3,84,24.5,49,56,1,1018.3,24.3,13.1
2025-02-14T19:16:00-05:00,2025-02-14 19:16:00,26.2,27,23.1,7.6,13,36.7,129,0,13.4,13.4,14.2,14.2,14.2,14.2,1018,83,24,47,36,1,1018,23.7,12
2025-02-14T19:06:00-05:00,2025-02-14 19:06:00,26.2,27.1,23.3,2.2,9.4,36.7,6,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.8,84,22.6,48,34,1,1017.8,22.2,11
2025-02-14T18:55:00-05:00,2025-02-14 18:55:00,26.2,27.1,23.3,3.6,11.2,36.7,93,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.9,84,22.7,48,52,1,1017.9,22.3,11.1
2025-02-14T18:45:00-05:00,2025-02-14 18:45:00,26.2,27,23.1,4,11.2,36.7,35,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.7,83,22.7,49,55,1,1017.7,22.3,11.4
2025-02-14T18:35:00-05:00,2025-02-14 18:35:00,26.3,27.2,23.2,7.9,14.8,36.7,76,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.7,83,22.6,48,55,1,1017.7,22.2,11
2025-02-14T18:25:00-05:00,2025-02-14 18:25:00,26.3,27.2,23.2,4,13,36.7,306,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.7,83,22.7,47,60,1,1017.7,22.3,10.8
2025-02-14T18:15:00-05:00,2025-02-14 18:15:00,26.4,27.3,23.5,8.3,16.6,36.7,67,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.7,84,22.6,48,80,1,1017.7,22.2,11
2025-02-14T18:05:00-05:00,2025-02-14 18:05:00,26.4,27.2,23.1,4,14.8,36.7,80,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.6,82,22.7,47,141,1,1017.6,22.3,10.8
2025-02-14T17:55:00-05:00,2025-02-14 17:55:00,25.7,26.6,23.4,4.3,9.4,36.7,87,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.7,87,22.6,47,142,1,1017.7,22.2,10.7
2025-02-14T17:45:00-05:00,2025-02-14 17:45:00,24.8,25.7,23,1.1,3.6,36.7,108,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.7,90,22.9,45,145,1,1017.7,22.4,10.3
2025-02-14T17:35:00-05:00,2025-02-14 17:35:00,24.4,25.2,22.5,1.8,3.6,36.7,151,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.5,89,22.7,45,234,1,1017.5,22.2,10.2
2025-02-14T17:25:00-05:00,2025-02-14 17:25:00,24.4,25.2,22.5,2.2,7.2,36.7,244,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.3,89,22.7,43,221,1,1017.3,22.2,9.4
2025-02-14T17:15:00-05:00,2025-02-14 17:15:00,24.2,25,22.3,0.4,3.6,36.7,174,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.3,89,22.7,43,232,1,1017.3,22.2,9.4
2025-02-14T17:05:00-05:00,2025-02-14 17:05:00,24.8,25.7,23,4,5.4,36.7,232,0,13.4,13.4,14.2,14.2,14.2,14.2,1017.3,90,22.5,43,214,1,1017.3,21.9,9.3
2025-02-14T16:55:00-05:00,2025-02-14 16:55:00,25,25.9,23.2,4.3,7.2,36.7,224,10.8,13.4,13.4,14.2,14.2,14.2,14.2,1017.2,90,22.3,43,211,1,1017.2,21.7,9.1
2025-02-14T16:45:00-05:00,2025-02-14 16:45:00,25.4,26.3,23.3,0,3.6,36.7,274,1.2,11.6,11.6,12.4,12.4,12.4,12.4,1017.2,88,22.6,41,87,1,1017.2,22,8.7
2025-02-14T16:35:00-05:00,2025-02-14 16:35:00,26.6,27.5,23.5,1.4,3.6,36.7,256,0,11.4,11.4,12.2,12.2,12.2,12.2,1017.1,83,22.7,42,148,1,1017.1,22.1,9.1
2025-02-14T16:25:00-05:00,2025-02-14 16:25:00,26.5,27.4,23.6,1.1,3.6,36.7,148,0,11.4,11.4,12.2,12.2,12.2,12.2,1017.3,84,22.9,43,212,1,1017.3,22.4,9.7
2025-02-14T16:15:00-05:00,2025-02-14 16:15:00,25.9,26.8,23.2,0.4,5.4,36.7,213,0,11.4,11.4,12.2,12.2,12.2,12.2,1017.6,85,23.1,45,175,1,1017.6,22.7,10.5
2025-02-14T16:05:00-05:00,2025-02-14 16:05:00,25.7,26.6,23.4,0.4,3.6,36.7,133,0,11.4,11.4,12.2,12.2,12.2,12.2,1017.7,87,23.6,46,197,1,1017.7,23.2,11.3
2025-02-14T15:55:00-05:00,2025-02-14 15:55:00,24.6,25.4,22.7,8.6,11.2,36.7,243,0,11.4,11.4,12.2,12.2,12.2,12.2,1017.6,89,23.4,47,203,1,1017.6,23,11.4
2025-02-14T15:45:00-05:00,2025-02-14 15:45:00,24.3,25.1,22.4,10.8,13,36.7,190,0,11.4,11.4,12.2,12.2,12.2,12.2,1017.9,89,23.3,48,196,1,1017.9,22.9,11.7
2025-02-14T15:35:00-05:00,2025-02-14 15:35:00,24.3,25.1,22.4,11.2,13,36.7,191,0,11.4,11.4,12.2,12.2,12.2,12.2,1018.2,89,23.3,49,208,1,1018.2,22.9,12
2025-02-14T15:25:00-05:00,2025-02-14 15:25:00,24.5,25.4,22.7,5,13,36.7,214,0,11.4,11.4,12.2,12.2,12.2,12.2,1018.1,90,23.3,51,110,1,1018.1,23,12.6
2025-02-14T15:15:00-05:00,2025-02-14 15:15:00,24.8,25.6,22.5,17.6,27.7,36.7,74,0,11.4,11.4,12.2,12.2,12.2,12.2,1018.2,87,23.3,52,166,1,1018.2,23.1,12.9
2025-02-14T15:05:00-05:00,2025-02-14 15:05:00,24.6,25.5,23.2,11.5,22,36.7,69,0,11.4,11.4,12.2,12.2,12.2,12.2,1018,92,23.4,56,63,1,1018,23.3,14.1
2025-02-14T14:55:00-05:00,2025-02-14 14:55:00,24.8,25.7,23.2,11.9,23.8,36.7,142,1.8,11.4,11.4,12.2,12.2,12.2,12.2,1018.4,91,23,50,180,1,1018.4,22.7,12
2025-02-14T14:45:00-05:00,2025-02-14 14:45:00,25.1,26,23.2,19.8,31.3,36.7,85,3,11.1,11.1,11.9,11.9,11.9,11.9,1018.1,89,23.1,47,66,1,1018.1,22.7,11.2
2025-02-14T14:35:00-05:00,2025-02-14 14:35:00,27.1,30.3,24,11.9,31.3,34.9,126,0,10.6,10.6,11.4,11.4,11.4,11.4,1017.8,83,23,41,53,1,1017.8,22.4,9.1
2025-02-14T14:25:00-05:00,2025-02-14 14:25:00,27.3,30.6,23.9,6.5,20.2,34.9,104,0,10.6,10.6,11.4,11.4,11.4,11.4,1017.9,82,23.1,38,59,1,1017.9,22.4,8
2025-02-14T14:15:00-05:00,2025-02-14 14:15:00,26.7,29.4,23.8,4.3,20.2,34.9,52,0,10.6,10.6,11.4,11.4,11.4,11.4,1018.1,84,23.2,37,140,1,1018.1,22.6,7.7
2025-02-14T14:05:00-05:00,2025-02-14 14:05:00,25.8,26.7,23.3,6.1,11.2,34.9,107,1.2,10.6,10.6,11.4,11.4,11.4,11.4,1018.3,86,23.4,37,303,1,1018.3,22.8,7.9
2025-02-14T13:55:00-05:00,2025-02-14 13:55:00,24.9,25.8,23.1,4.7,11.2,34.9,201,12.6,10.4,10.4,11.2,11.2,11.2,11.2,1018.9,90,23.4,37,95,1,1018.9,22.8,7.9
2025-02-14T13:45:00-05:00,2025-02-14 13:45:00,25.8,26.7,23.7,9.4,20.2,34.9,91,3,8.3,8.3,9.1,9.1,9.1,9.1,1019,88,23.6,37,99,1,1019,23,8.1
2025-02-14T13:35:00-05:00,2025-02-14 13:35:00,27.6,31.7,24.6,9.4,22,34.9,73,6,7.6,7.6,8.4,8.4,8.4,8.4,1019.4,84,23.8,38,70,1,1019.4,23.2,8.6
2025-02-14T13:25:00-05:00,2025-02-14 13:25:00,28.5,32.7,23.8,11.2,20.2,34.9,92,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.3,76,24.4,39,62,1,1019.3,23.9,9.6
2025-02-14T13:15:00-05:00,2025-02-14 13:15:00,28.6,32.6,23.5,14,20.2,34.9,61,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.2,74,24.9,41,66,1,1019.2,24.5,10.7
2025-02-14T13:05:00-05:00,2025-02-14 13:05:00,27.8,31.2,23.4,6.5,16.6,34.9,45,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.5,77,24.9,46,90,1,1019.5,24.7,12.5
2025-02-14T12:55:00-05:00,2025-02-14 12:55:00,27.8,31.2,23.4,11.9,22,34.9,90,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.6,77,25.3,49,80,1,1019.6,25.2,13.8
2025-02-14T12:45:00-05:00,2025-02-14 12:45:00,28.2,32.1,23.8,15.1,20.2,34.9,89,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.6,77,25.5,47,71,1,1019.6,25.3,13.3
2025-02-14T12:35:00-05:00,2025-02-14 12:35:00,28.6,32.7,23.7,7.9,14.8,34.9,74,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.7,75,25.4,47,37,1,1019.7,25.2,13.3
2025-02-14T12:25:00-05:00,2025-02-14 12:25:00,28.3,32,23.4,3.6,5.4,34.9,37,0,6.6,6.6,7.4,7.4,7.4,7.4,1019.8,75,24.9,47,42,1,1019.8,24.7,12.8
2025-02-14T12:15:00-05:00,2025-02-14 12:15:00,28.2,32,23.6,3.6,11.2,34.9,192,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.2,76,24.8,50,47,1,1020.2,24.7,13.7
2025-02-14T12:05:00-05:00,2025-02-14 12:05:00,28.3,31.9,23.2,6.8,20.2,34.9,352,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.5,74,24.5,48,87,1,1020.5,24.3,12.8
2025-02-14T11:55:00-05:00,2025-02-14 11:55:00,27.7,30.8,23.1,6.5,13,34.9,15,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.5,76,23.8,49,36,1,1020.5,23.5,12.4
2025-02-14T11:45:00-05:00,2025-02-14 11:45:00,27.7,30.7,22.9,7.2,20.2,34.9,164,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.7,75,24.1,50,45,1,1020.7,23.9,13
2025-02-14T11:35:00-05:00,2025-02-14 11:35:00,27.4,30.4,23.2,5,14.8,34.9,43,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.9,78,24,49,51,1,1020.9,23.7,12.6
2025-02-14T11:25:00-05:00,2025-02-14 11:25:00,27.1,30,23.3,4,9.4,34.9,71,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.8,80,24.1,49,42,1,1020.8,23.8,12.7
2025-02-14T11:15:00-05:00,2025-02-14 11:15:00,26.4,27.3,23.7,2.2,7.2,34.9,98,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.8,85,24.1,49,45,1,1020.8,23.8,12.7
2025-02-14T11:05:00-05:00,2025-02-14 11:05:00,26.3,27.2,23.8,5.4,7.2,34.9,70,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.7,86,24,50,36,1,1020.7,23.8,12.9
2025-02-14T10:55:00-05:00,2025-02-14 10:55:00,26.3,27.3,24,0.7,1.8,34.9,8,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.8,87,23.8,48,46,1,1020.8,23.5,12.1
2025-02-14T10:45:00-05:00,2025-02-14 10:45:00,26,26.9,23.7,3.6,5.4,34.9,46,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.7,87,23.7,49,86,1,1020.7,23.4,12.3
2025-02-14T10:35:00-05:00,2025-02-14 10:35:00,25.9,26.8,23.8,1.4,7.2,34.9,81,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.6,88,23.8,49,51,1,1020.6,23.5,12.4
2025-02-14T10:25:00-05:00,2025-02-14 10:25:00,25.7,26.6,23.4,5,11.2,34.9,93,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.4,87,23.8,48,47,1,1020.4,23.5,12.1
2025-02-14T10:15:00-05:00,2025-02-14 10:15:00,25.8,26.7,23.5,5.4,9.4,34.9,50,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.2,87,23.5,47,119,1,1020.2,23.1,11.5
2025-02-14T10:05:00-05:00,2025-02-14 10:05:00,25.8,26.7,23.7,3.6,9.4,34.9,44,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.1,88,23.8,47,26,1,1020.1,23.4,11.8
2025-02-14T09:55:00-05:00,2025-02-14 09:55:00,25.5,26.4,23.5,6.1,11.2,34.9,37,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.2,89,23.7,48,37,1,1020.2,23.4,12.1
2025-02-14T09:45:00-05:00,2025-02-14 09:45:00,25.3,26.2,23.5,4.3,13,34.9,29,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.2,90,23.6,48,112,1,1020.2,23.3,11.9
2025-02-14T09:35:00-05:00,2025-02-14 09:35:00,25,25.9,23.4,9,14.8,34.9,58,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.5,91,23.4,49,72,1,1020.5,23.1,12.1
2025-02-14T09:25:00-05:00,2025-02-14 09:25:00,25,26,23.6,8.6,16.6,34.9,93,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.7,92,23.4,49,69,1,1020.7,23.1,12.1
2025-02-14T09:15:00-05:00,2025-02-14 09:15:00,24.7,25.6,23.3,4.7,18.4,34.9,42,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.7,92,23.7,48,69,1,1020.7,23.4,12.1
2025-02-14T09:05:00-05:00,2025-02-14 09:05:00,24.4,25.3,23.2,4,11.2,34.9,5,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.4,93,23.4,47,92,1,1020.4,23,11.4
2025-02-14T08:54:00-05:00,2025-02-14 08:54:00,24,24.9,23,7.2,13,34.9,69,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.3,94,23.3,47,20,1,1020.3,22.9,11.3
2025-02-14T08:44:00-05:00,2025-02-14 08:44:00,23.7,24.6,22.7,4.7,14.8,34.9,20,0,6.6,6.6,7.4,7.4,7.4,7.4,1020.2,94,23.2,49,16,1,1020.2,22.8,11.9
2025-02-14T08:34:00-05:00,2025-02-14 08:34:00,23.7,24.6,22.5,9.4,22,34.9,42,39.6,6.6,6.6,7.4,7.4,7.4,7.4,1020.4,93,23.2,48,79,1,1020.4,22.8,11.6
2025-02-14T08:24:00-05:00,2025-02-14 08:24:00,26.2,27.2,24.2,14.8,20.2,22,41,0,0,0,0.8,0.8,0.8,0.8,1019.7,89,23.1,48,92,1,1019.7,22.7,11.5
2025-02-14T08:14:00-05:00,2025-02-14 08:14:00,26.4,27.3,23.9,10.4,13,22,85,0,0,0,0.8,0.8,0.8,0.8,1019.5,86,23,46,43,1,1019.5,22.6,10.7
2025-02-14T08:04:00-05:00,2025-02-14 08:04:00,26.3,27.2,23.8,14,18.4,22,100,0,0,0,0.8,0.8,0.8,0.8,1019.2,86,22.8,46,50,1,1019.2,22.3,10.6
2025-02-14T07:54:00-05:00,2025-02-14 07:54:00,26.3,27.2,23.8,4.7,9.4,22,20,0,0,0,0.8,0.8,0.8,0.8,1019.3,86,22.8,45,50,1,1019.3,22.3,10.2
2025-02-14T07:44:00-05:00,2025-02-14 07:44:00,26.2,27.1,23.7,4.7,11.2,22,109,0,0,0,0.8,0.8,0.8,0.8,1019.3,86,22.8,44,74,1,1019.3,22.3,9.9
2025-02-14T07:34:00-05:00,2025-02-14 07:34:00,26.1,27,23.8,2.9,7.2,22,49,0,0,0,0.8,0.8,0.8,0.8,1019.2,87,23.1,41,46,1,1019.2,22.6,9.1
2025-02-14T07:24:00-05:00,2025-02-14 07:24:00,26.2,27.1,23.7,9.4,11.2,22,53,0,0,0,0.8,0.8,0.8,0.8,1019.2,86,23.1,41,51,1,1019.2,22.6,9.1
2025-02-14T07:14:00-05:00,2025-02-14 07:14:00,26.2,27.1,23.7,10.4,13,22,89,0,0,0,0.8,0.8,0.8,0.8,1019.1,86,23.3,42,64,1,1019.1,22.8,9.7
2025-02-14T07:04:00-05:00,2025-02-14 07:04:00,26.2,27.1,23.7,5,9.4,22,33,0,0,0,0.8,0.8,0.8,0.8,1019,86,23.6,45,70,1,1019,23.2,10.9
2025-02-14T06:54:00-05:00,2025-02-14 06:54:00,26.3,27.2,23.6,13.7,16.6,22,92,0,0,0,0.8,0.8,0.8,0.8,1018.8,85,24.2,49,97,1,1018.8,23.9,12.8
2025-02-14T06:44:00-05:00,2025-02-14 06:44:00,26.4,27.3,23.9,2.5,13,22,75,0,0,0,0.8,0.8,0.8,0.8,1018.8,86,24.9,55,69,1,1018.8,24.9,15.2
2025-02-14T06:34:00-05:00,2025-02-14 06:34:00,26.5,27.4,23.8,7.6,16.6,22,31,0,0,0,0.8,0.8,0.8,0.8,1018.9,85,26.9,59,22,1,1018.9,27.9,18.2
2025-02-14T06:24:00-05:00,2025-02-14 06:24:00,26.4,27.3,23.7,10.1,18.4,22,105,0,0,0,0.8,0.8,0.8,0.8,1018.7,85,26.9,59,87,1,1018.7,27.9,18.2
2025-02-14T06:14:00-05:00,2025-02-14 06:14:00,26.4,27.3,23.7,15.8,18.4,22,91,0,0,0,0.8,0.8,0.8,0.8,1018.8,85,26.9,59,48,1,1018.8,27.9,18.2
2025-02-14T06:04:00-05:00,2025-02-14 06:04:00,26.4,27.3,23.7,13.7,18.4,22,71,0,0,0,0.8,0.8,0.8,0.8,1018.5,85,26.9,58,79,1,1018.5,27.8,17.9
